Date,Open,High,Low,Close,Adj Close,Volume
2002-12-13,17871.287109375,18663.3671875,17722.771484375,18465.345703125,9839.5849609375,3466522
2002-12-16,18663.3671875,18712.87109375,18267.326171875,18514.8515625,9865.9658203125,1653774
2002-12-17,18861.38671875,18910.890625,18415.841796875,18514.8515625,9865.9658203125,1368045
2002-12-18,18118.8125,18415.841796875,17673.267578125,17772.27734375,9470.2763671875,1375014
2002-12-19,17772.27734375,17772.27734375,17772.27734375,17772.27734375,9470.2763671875,0
2002-12-20,17623.76171875,18514.8515625,17623.76171875,18465.345703125,9839.5849609375,856480
2002-12-23,18712.87109375,18712.87109375,17772.27734375,18217.822265625,9707.6904296875,9979709
2002-12-24,17970.296875,18366.3359375,17623.76171875,17772.27734375,9470.2763671875,407636
2002-12-25,17772.27734375,17772.27734375,17772.27734375,17772.27734375,9470.2763671875,0
2002-12-26,17772.27734375,17970.296875,17326.732421875,17623.76171875,9391.134765625,356227
2002-12-27,16930.693359375,17376.23828125,16237.6240234375,16237.6240234375,8652.50390625,526513
2002-12-30,15792.0791015625,16386.138671875,15792.0791015625,16138.6142578125,8599.748046875,751036
2002-12-31,16138.6142578125,16138.6142578125,16138.6142578125,16138.6142578125,8599.748046875,0
2003-01-01,16138.6142578125,16138.6142578125,16138.6142578125,16138.6142578125,8599.748046875,0
2003-01-02,15940.59375,16831.68359375,15940.59375,16584.158203125,8837.1611328125,518130
2003-01-03,16732.673828125,17326.732421875,16534.654296875,17326.732421875,9232.8564453125,611959
2003-01-06,17524.751953125,17574.2578125,16980.197265625,16980.197265625,9048.201171875,511060
2003-01-07,17425.7421875,17574.2578125,16336.6337890625,16534.654296875,8810.78515625,591456
2003-01-08,16732.673828125,16782.177734375,16237.6240234375,16534.654296875,8810.78515625,372690
2003-01-09,16237.6240234375,16534.654296875,16039.603515625,16039.603515625,8546.9873046875,554389
2003-01-10,16336.6337890625,16831.68359375,15990.0986328125,16287.12890625,8678.88671875,488840
2003-01-13,16039.603515625,16881.1875,15940.59375,16881.1875,8995.439453125,339865
2003-01-14,17079.20703125,17079.20703125,16336.6337890625,16633.6640625,8863.5419921875,401778
2003-01-15,16881.1875,17029.703125,16683.16796875,16831.68359375,8969.0595703125,776185
2003-01-16,16732.673828125,17227.72265625,16534.654296875,16881.1875,8995.439453125,933947
2003-01-17,16930.693359375,17326.732421875,16633.6640625,16831.68359375,8969.0595703125,241390
2003-01-20,16534.654296875,17178.21875,16485.1484375,17178.21875,9153.720703125,155136
2003-01-21,16930.693359375,17227.72265625,16732.673828125,17227.72265625,9180.099609375,204424
2003-01-22,17128.712890625,17227.72265625,16782.177734375,17029.703125,9074.580078125,215635
2003-01-23,17326.732421875,17623.76171875,17128.712890625,17623.76171875,9391.134765625,514090
2003-01-24,17673.267578125,17821.78125,16683.16796875,16683.16796875,8889.923828125,264317
2003-01-27,16485.1484375,16831.68359375,16336.6337890625,16534.654296875,8810.78515625,372488
2003-01-28,16683.16796875,17227.72265625,16336.6337890625,17178.21875,9153.720703125,238764
2003-01-29,17227.72265625,17326.732421875,16534.654296875,17326.732421875,9232.8564453125,366832
2003-01-30,16881.1875,17326.732421875,16831.68359375,17029.703125,9074.580078125,180992
2003-01-31,17029.703125,17029.703125,17029.703125,17029.703125,9074.580078125,0
2003-02-03,17475.248046875,17475.248046875,16683.16796875,16881.1875,8995.439453125,327543
2003-02-04,16732.673828125,16881.1875,16435.64453125,16435.64453125,8758.025390625,409252
2003-02-05,16386.138671875,16683.16796875,16336.6337890625,16435.64453125,8758.025390625,251793
2003-02-06,16336.6337890625,16831.68359375,16188.119140625,16831.68359375,8969.0595703125,403192
2003-02-07,16336.6337890625,16732.673828125,16237.6240234375,16633.6640625,8863.5419921875,514494
2003-02-10,16534.654296875,16534.654296875,16287.12890625,16534.654296875,8810.78515625,173013
2003-02-11,16534.654296875,16633.6640625,15940.59375,16138.6142578125,8599.748046875,477023
2003-02-12,15990.0986328125,16188.119140625,15891.0888671875,15990.0986328125,8520.607421875,219978
2003-02-13,16138.6142578125,16584.158203125,15990.0986328125,16534.654296875,8810.78515625,498839
2003-02-14,16237.6240234375,16287.12890625,15841.583984375,15940.59375,8494.2294921875,598425
2003-02-17,16237.6240234375,16386.138671875,16039.603515625,16336.6337890625,8705.263671875,281992
2003-02-18,16435.64453125,16485.1484375,15990.0986328125,16435.64453125,8758.025390625,417736
2003-02-19,16485.1484375,16831.68359375,16237.6240234375,16237.6240234375,8652.50390625,644986
2003-02-20,16138.6142578125,16435.64453125,16089.109375,16336.6337890625,8705.263671875,281184
2003-02-21,16089.109375,16336.6337890625,16089.109375,16237.6240234375,8652.50390625,198869
2003-02-24,16336.6337890625,16534.654296875,16336.6337890625,16336.6337890625,8705.263671875,446723
2003-02-25,16336.6337890625,16534.654296875,16089.109375,16386.138671875,8731.6435546875,349056
2003-02-26,16237.6240234375,16534.654296875,16089.109375,16534.654296875,8810.78515625,327846
2003-02-27,16336.6337890625,16435.64453125,16138.6142578125,16237.6240234375,8652.50390625,327745
2003-02-28,16237.6240234375,16287.12890625,15841.583984375,15841.583984375,8441.4697265625,342491
2003-03-03,15841.583984375,16237.6240234375,15792.0791015625,15792.0791015625,8415.08984375,12544200
2003-03-04,15693.0693359375,15693.0693359375,15148.5146484375,15198.01953125,8098.5341796875,225331
2003-03-05,15049.5048828125,15099.009765625,14405.9404296875,15000.0,7993.01513671875,370872
2003-03-06,15297.029296875,15297.029296875,14059.40625,14554.455078125,7755.599609375,1025150
2003-03-07,14158.416015625,14603.9599609375,14059.40625,14059.40625,7491.80322265625,320069
2003-03-10,13712.87109375,13861.3857421875,12425.7421875,12722.7724609375,6779.55517578125,871125
2003-03-11,12079.2080078125,12920.7919921875,11831.68359375,12871.287109375,6858.69482421875,1094133
2003-03-12,10940.59375,11188.119140625,10940.59375,10940.59375,5829.88818359375,2091306
2003-03-13,9603.9599609375,11039.603515625,9306.9306640625,9306.9306640625,4959.36328125,5591966
2003-03-14,9514.8515625,9653.4658203125,8237.6240234375,8495.0498046875,4526.73779296875,5503389
2003-03-17,8663.3662109375,8712.87109375,7623.76220703125,7821.7822265625,4167.974609375,2116253
2003-03-18,8316.83203125,8613.861328125,8039.60400390625,8574.2578125,4568.94580078125,2760835
2003-03-19,8366.3369140625,9158.416015625,8366.3369140625,8633.6630859375,4600.599609375,2541463
2003-03-20,9009.9013671875,9900.990234375,8732.6728515625,9900.990234375,5275.91845703125,3418951
2003-03-21,10297.029296875,10544.5546875,9851.4853515625,10148.5146484375,5407.81689453125,3030000
2003-03-24,10099.009765625,10099.009765625,9762.3759765625,9782.177734375,5212.6064453125,2414405
2003-03-25,9108.9111328125,9405.9404296875,8980.1982421875,9089.109375,4843.29296875,2178570
2003-03-26,9306.9306640625,9326.732421875,8564.3564453125,8653.4658203125,4611.15234375,3155846
